,relation,head,tail,weight
401098,RelatedTo,parjurer,parjure/n,2.0
401099,RelatedTo,assemblée,parlement/n,2.0
401100,RelatedTo,parlement,parlementaire/a/wikt/fr_1,2.0
401101,RelatedTo,parole,parler/v,2.0
401102,RelatedTo,pariétal,paroi/n,2.0
401103,RelatedTo,paroissien,paroissiens/n,2.0
401104,RelatedTo,marraine,parrain/n,2.0
401105,RelatedTo,père,parrain/n,2.0
401106,RelatedTo,parthénien,parthéniens/n,2.0
401107,RelatedTo,particularisme,particulariste/n,2.0
401108,RelatedTo,part,partir/v,2.0
401109,RelatedTo,sortir,partir/v,2.0
401110,RelatedTo,partition,partitionner/v,2.0
401111,RelatedTo,paso_doble,paso_dobles/n,2.0
401112,RelatedTo,satire,pasquin/n,2.0
401113,RelatedTo,canadien,passage_du_nord_ouest/n,2.0
401114,RelatedTo,côte,passage_du_nord_ouest/n,2.0
401115,RelatedTo,le_long_de,passage_du_nord_ouest/n,2.0
401116,RelatedTo,maritime,passage_du_nord_ouest/n,2.0
401117,RelatedTo,océan_arctique,passage_du_nord_ouest/n,2.0
401118,RelatedTo,passage,passage_du_nord_ouest/n,2.0
401119,RelatedTo,compassion,passion/n,2.0
401120,RelatedTo,souffrance,passion/n,2.0
401121,RelatedTo,passion,passions/n,2.0
401122,RelatedTo,pâte,pastille/n,2.0
401123,RelatedTo,paternaliste,paternalisme/n,2.0
401124,RelatedTo,pathologie,pathologiste/n,2.0
401125,RelatedTo,patinage,patin_à_glace/n,2.0
401126,RelatedTo,patin,patinoire/n,2.0
401127,RelatedTo,patinage,patinoire/n,2.0
401128,RelatedTo,patriarcal,patriarcat/n,2.0
401129,RelatedTo,patriarche,patriarcat/n,2.0
401130,RelatedTo,patriarcal,patriarche/n,2.0
401131,RelatedTo,patriarcat,patriarche/n,2.0
401133,RelatedTo,patriotisme,patriotique/a,2.0
401134,RelatedTo,patriotisme,patriotiquement/r,2.0
401135,RelatedTo,patriote,patriotisme/n,2.0
401136,RelatedTo,patriotique,patriotisme/n,2.0
401137,RelatedTo,patrouille,patrouiller/v,2.0
401138,RelatedTo,pauvre,pauvreté/n,2.0
401139,RelatedTo,pavane,pavaner/v,2.0
401140,RelatedTo,auvergne,pavin/n,2.0
401141,RelatedTo,gallois,pays_de_galles/n,2.0
401142,RelatedTo,pasteur,paître/v,2.0
401143,RelatedTo,pâture,paître/v,2.0
401144,RelatedTo,paganisme,païen/n,2.0
401145,RelatedTo,pc,pcsi/n,2.0
401146,RelatedTo,psi,pcsi/n,2.0
401147,RelatedTo,pdfiser,pdfisa/v,2.0
401148,RelatedTo,pdfiser,pdfisai/v,2.0
401149,RelatedTo,pdfiser,pdfisaient/v,2.0
401150,RelatedTo,pdfiser,pdfisais/v,2.0
401151,RelatedTo,pdfiser,pdfisait/v,2.0
401152,RelatedTo,pdfiser,pdfisant/v,2.0
401153,RelatedTo,pdfiser,pdfisas/v,2.0
401154,RelatedTo,pdfiser,pdfisasse/v,2.0
401155,RelatedTo,pdfiser,pdfisassent/v,2.0
401156,RelatedTo,pdfiser,pdfisasses/v,2.0
401157,RelatedTo,pdfiser,pdfisassiez/v,2.0
401158,RelatedTo,pdfiser,pdfisassions/v,2.0
401159,RelatedTo,pdfiser,pdfise/v,2.0
401160,RelatedTo,pdfiser,pdfisent/v,2.0
401161,RelatedTo,pdf,pdfiser/v,2.0
401162,RelatedTo,pdfiser,pdfisera/v,2.0
401163,RelatedTo,pdfiser,pdfiserai/v,2.0
401164,RelatedTo,pdfiser,pdfiseraient/v,2.0
401165,RelatedTo,pdfiser,pdfiserais/v,2.0
401166,RelatedTo,pdfiser,pdfiserait/v,2.0
401167,RelatedTo,pdfiser,pdfiseras/v,2.0
401168,RelatedTo,pdfiser,pdfiserez/v,2.0
401169,RelatedTo,pdfiser,pdfiseriez/v,2.0
401170,RelatedTo,pdfiser,pdfiserions/v,2.0
401171,RelatedTo,pdfiser,pdfiserons/v,2.0
401172,RelatedTo,pdfiser,pdfiseront/v,2.0
401173,RelatedTo,pdfiser,pdfises/v,2.0
401174,RelatedTo,pdfiser,pdfisez/v,2.0
401175,RelatedTo,pdfiser,pdfisiez/v,2.0
401176,RelatedTo,pdfiser,pdfisions/v,2.0
401177,RelatedTo,pdfiser,pdfisons/v,2.0
401178,RelatedTo,pdfiser,pdfisâmes/v,2.0
401179,RelatedTo,pdfiser,pdfisât/v,2.0
401180,RelatedTo,pdfiser,pdfisâtes/v,2.0
401181,RelatedTo,pdfiser,pdfisèrent/v,2.0
401182,RelatedTo,pdfiser,pdfisé/v,2.0
401183,RelatedTo,pdfiser,pdfisée/v,2.0
401184,RelatedTo,pdfiser,pdfisées/v,2.0
401185,RelatedTo,pdfiser,pdfisés/v,2.0
401186,RelatedTo,requin_bleu,peau_bleue/n,2.0
401187,RelatedTo,peigne,peigner/v,2.0
401188,RelatedTo,peinture,peindre/v,2.0
401189,RelatedTo,pictural,peindre/v,2.0
401190,RelatedTo,pigment,peindre/v,2.0
401191,RelatedTo,pittoresque,peindre/v,2.0
401192,RelatedTo,peindre,peintre/n,2.0
401193,RelatedTo,peinture,peintre/n,2.0
401194,RelatedTo,peindre,peinture/n,2.0
401195,RelatedTo,peintre,peinture/n,2.0
401196,RelatedTo,pittoresque,peinture/n,2.0
401197,RelatedTo,peindre,peinturer/v,2.0
401198,RelatedTo,pelucher,peluche/n,2.0
401199,RelatedTo,pension,pensionnat/n,2.0
401200,RelatedTo,cinq,pentateuque/n,2.0
401201,RelatedTo,fête,pentecôte/n,2.0
401202,RelatedTo,pentecôte,pentecôtes/n,2.0
401203,RelatedTo,pentecôtiste,pentecôtisme/n,2.0
401204,RelatedTo,célébrité,people/n,2.0
401205,RelatedTo,boisson,pepsi/n,2.0
401206,RelatedTo,commercialisée,pepsi/n,2.0
401207,RelatedTo,gazeuse,pepsi/n,2.0
401208,RelatedTo,états_unis,pepsi/n,2.0
401209,RelatedTo,percevoir,perceptible/a,2.0
401210,RelatedTo,perception,perceptif/a,2.0
401211,RelatedTo,percevoir,perceptif/a,2.0
401212,RelatedTo,percevoir,perception/n,2.0
401213,RelatedTo,concevoir,percevoir/v,2.0
401214,RelatedTo,perception,percevoir/v,2.0
401215,RelatedTo,recevoir,percevoir/v,2.0
401216,RelatedTo,perche,percher/v,2.0
401217,RelatedTo,saut_à_la_perche,perchiste/n,2.0
401218,RelatedTo,perdant,perdante/n,2.0
401219,RelatedTo,perdre,perdition/n,2.0
401220,RelatedTo,perte,perdre/v,2.0
401221,RelatedTo,parfait,perfection/n,2.0
401222,RelatedTo,perfidie,perfide/a,2.0
401223,RelatedTo,populaire,perlimpinpin/n,2.0
401224,RelatedTo,permanent,permanence/n,2.0
401225,RelatedTo,perpétuel,perpétuité/n,2.0
401226,RelatedTo,perruche_grand_alexandre,perruches_grand_alexandre/n,2.0
401227,RelatedTo,perse,persan/n,2.0
401228,RelatedTo,perse,persan/n/wikt/fr_1,2.0
401229,RelatedTo,perse,perses/n,2.0
401230,RelatedTo,perse,persique/a,2.828
401231,RelatedTo,personnifier,personnification/n,2.0
401232,RelatedTo,persévérer,persévérance/n,2.0
401233,RelatedTo,perdre,perte/n,2.0
401234,RelatedTo,pervers,pervertir/v,2.0
401235,RelatedTo,lourd,pesant/a,2.0
401236,RelatedTo,pet_de_sœur,pet_de_soeur,2.0
401237,RelatedTo,onoporde_d’_illyrie,pet_d’_âne_d’_illyrie/n,2.0
401238,RelatedTo,rectangulaire,petit_beurre/n,2.0
401239,RelatedTo,sec,petit_beurre/n,2.0
401240,RelatedTo,cousin,petit_cousin/n,2.0
401241,RelatedTo,cousine,petit_cousin/n,2.0
401242,RelatedTo,fils,petit_cousin/n,2.0
401243,RelatedTo,colonial,petit_nègre/n,2.0
401244,RelatedTo,connotation,petit_nègre/n,2.0
401245,RelatedTo,esclavagiste,petit_nègre/n,2.0
401246,RelatedTo,politiquement_correct,petit_nègre/n,2.0
401247,RelatedTo,voire,petit_nègre/n,2.0
401248,RelatedTo,autocrate,petit_père_des_peuples/n,2.0
401249,RelatedTo,ukrainien,petit_russe/n,2.0
401250,RelatedTo,bourgeoisie,petite_bourgeoisie/n,2.0
401251,RelatedTo,classe_sociale,petite_bourgeoisie/n,2.0
401252,RelatedTo,intermédiaire,petite_bourgeoisie/n,2.0
401253,RelatedTo,prolétariat,petite_bourgeoisie/n,2.0
401254,RelatedTo,cousin,petite_cousine/n,2.0
401255,RelatedTo,cousine,petite_cousine/n,2.0
401256,RelatedTo,fille,petite_cousine/n,2.0
401257,RelatedTo,petite_bourgeoisie,petites_bourgeoisies/n,2.0
401258,RelatedTo,petite_fille,petites_filles/n,2.0
401259,RelatedTo,petite_main,petites_mains/n,2.0
401260,RelatedTo,petit_chaperon_rouge,petits_chaperons_rouges/n,2.0
401261,RelatedTo,petit_déjeuner,petits_déjeuners/n,2.0
401262,RelatedTo,petit_gris,petits_gris/n,2.0
401263,RelatedTo,petit_père_des_peuples,petits_pères_des_peuples/n,2.0
401264,RelatedTo,petit_train,petits_trains/n,2.0
401265,RelatedTo,pet_de_nonne,pets_de_nonne/n,2.0
401266,RelatedTo,populaire,peuple/n,2.0
401267,RelatedTo,symbole,ph,2.0
401268,RelatedTo,phagie,phage,2.0
401269,RelatedTo,phagotrophique,phagotrophie/n,2.0
401270,RelatedTo,phallocratie,phallocrate/n,2.0
401271,RelatedTo,pharmacie,pharmaceutique/a,2.0
401272,RelatedTo,pharmacologie,pharmacologique/a,2.0
401273,RelatedTo,φ,phi/n,2.828
401274,RelatedTo,philanthrope,philanthropie/n,2.0
401275,RelatedTo,philanthropique,philanthropie/n,2.0
401276,RelatedTo,philatélie,philatélique/a,2.0
401277,RelatedTo,philatéliste,philatélique/a,2.0
401278,RelatedTo,philippin,philippines/n,2.0
401279,RelatedTo,philippine,philippines/n,2.0
401280,RelatedTo,philippin,philippins/n,2.0
401281,RelatedTo,philistin,philistins/n,2.0
401282,RelatedTo,philologie,philologique/a,2.0
401283,RelatedTo,philologue,philologique/a,2.0
401284,RelatedTo,philologie,philologue/n,2.0
401285,RelatedTo,philologique,philologue/n,2.0
401286,RelatedTo,rossignol,philomèle/n,2.0
401287,RelatedTo,philosopher,philosophe/n,2.0
401288,RelatedTo,philosophie,philosophe/n,2.0
401289,RelatedTo,philosophique,philosophe/n,2.0
401290,RelatedTo,philosophiquement,philosophe/n,2.0
401291,RelatedTo,philosophe,philosophie/n,2.0
401292,RelatedTo,phlébologie,phlébite/n,2.0
401293,RelatedTo,phlébologue,phlébite/n,2.0
401294,RelatedTo,phlébite,phlébologie/n,2.0
401295,RelatedTo,phlébologue,phlébologie/n,2.0
401296,RelatedTo,phlébite,phlébologue/n,2.0
401297,RelatedTo,phlébologie,phlébologue/n,2.0
401298,RelatedTo,phobie,phobe,2.0
401299,RelatedTo,phoenicicole,phoeniciculteur/n,2.0
401300,RelatedTo,phoeniciculture,phoeniciculteur/n,2.0
401301,RelatedTo,phonographe,phonographique/a,2.0
401302,RelatedTo,phonomètre,phonométrie/n,2.0
401303,RelatedTo,phonétique,phonéticien/n,2.0
401304,RelatedTo,photo_call,photo_calls/n,2.0
401305,RelatedTo,photoamorceur,photoamorcé/a,2.0
401306,RelatedTo,copie,photocopie/n,2.0
401307,RelatedTo,photocopier,photocopie/n,2.0
401308,RelatedTo,photocopieuse,photocopie/n,2.0
401309,RelatedTo,photographie,photographe/n,2.0
401310,RelatedTo,photographe,photographie/n,2.0
401311,RelatedTo,photographie,photographier/v,2.0
401312,RelatedTo,photographie,photographique/a,2.0
401313,RelatedTo,photolithographie,photolithogravure/n,2.0
401314,RelatedTo,photométrie,photométrique/a,2.0
401315,RelatedTo,photopolymère,photopolymérisation/n,2.0
401316,RelatedTo,photopolymère,photopolymériser/v,2.0
401317,RelatedTo,photopolymérisation,photopolymériser/v,2.0
401318,RelatedTo,photopériodique,photopériode/n,2.0
401319,RelatedTo,photopériodisme,photopériode/n,2.0
401320,RelatedTo,photopériode,photopériodisme/n,2.0
401321,RelatedTo,photopériodique,photopériodisme/n,2.0
401322,RelatedTo,photoreporter,photoreportage/n,2.0
401323,RelatedTo,photoreportage,photoreporter/n,2.0
401324,RelatedTo,photosynthétique,photosynthèse/n,2.0
401325,RelatedTo,photosynthèse,photosynthétique/a,2.0
401326,RelatedTo,photoélectricité,photoélectrique/a,2.0
401327,RelatedTo,phpiser,phpisa/v,2.0
401328,RelatedTo,phpiser,phpisai/v,2.0
401329,RelatedTo,phpiser,phpisaient/v,2.0
401330,RelatedTo,phpiser,phpisais/v,2.0
401331,RelatedTo,phpiser,phpisait/v,2.0
401332,RelatedTo,phpiser,phpisant/v,2.0
401333,RelatedTo,phpiser,phpisas/v,2.0
401334,RelatedTo,phpiser,phpisasse/v,2.0
401335,RelatedTo,phpiser,phpisassent/v,2.0
401336,RelatedTo,phpiser,phpisasses/v,2.0
401337,RelatedTo,phpiser,phpisassiez/v,2.0
401338,RelatedTo,phpiser,phpisassions/v,2.0
401339,RelatedTo,phpiser,phpise/v,2.0
401340,RelatedTo,phpiser,phpisent/v,2.0
401341,RelatedTo,php,phpiser/v,2.0
401342,RelatedTo,phpiser,phpisera/v,2.0
401343,RelatedTo,phpiser,phpiserai/v,2.0
401344,RelatedTo,phpiser,phpiseraient/v,2.0
401345,RelatedTo,phpiser,phpiserais/v,2.0
401346,RelatedTo,phpiser,phpiserait/v,2.0
401347,RelatedTo,phpiser,phpiseras/v,2.0
401348,RelatedTo,phpiser,phpiserez/v,2.0
401349,RelatedTo,phpiser,phpiseriez/v,2.0
401350,RelatedTo,phpiser,phpiserions/v,2.0
401351,RelatedTo,phpiser,phpiserons/v,2.0
401352,RelatedTo,phpiser,phpiseront/v,2.0
401353,RelatedTo,phpiser,phpises/v,2.0
401354,RelatedTo,phpiser,phpisez/v,2.0
401355,RelatedTo,phpiser,phpisiez/v,2.0
401356,RelatedTo,phpiser,phpisions/v,2.0
401357,RelatedTo,phpiser,phpisons/v,2.0
401358,RelatedTo,phpiser,phpisâmes/v,2.0
401359,RelatedTo,phpiser,phpisât/v,2.0
401360,RelatedTo,phpiser,phpisâtes/v,2.0
401361,RelatedTo,phpiser,phpisèrent/v,2.0
401362,RelatedTo,phpiser,phpisé/v,2.0
401363,RelatedTo,phpiser,phpisée/v,2.0
401364,RelatedTo,phpiser,phpisées/v,2.0
401365,RelatedTo,phpiser,phpisés/v,2.0
401366,RelatedTo,phrénologie,phrénologue/n,2.0
401367,RelatedTo,phtalique,phtalate/n,2.0
401368,RelatedTo,phtalate,phtalique/a,2.0
401369,RelatedTo,physique,physicien/n,2.0
401370,RelatedTo,physiologie,physiologique/a,2.0
401371,RelatedTo,soleil,phébus/n,2.0
401372,RelatedTo,phénicien,phéniciens/n,2.0
401373,RelatedTo,phénome,phénotype/n,2.0
401374,RelatedTo,phénicien,phœnicien/n,2.0
401375,RelatedTo,π,pi/n,2.0
401376,RelatedTo,picardie,picard/n,2.0
401377,RelatedTo,picard,picardie/n,2.0
401378,RelatedTo,pie_noir,pie_noire/a,2.0
401379,RelatedTo,personne,pied_bot/n,2.0
401380,RelatedTo,paragraphe,pied_de_mouche/n,2.0
401381,RelatedTo,signe,pied_de_mouche/n,2.0
401382,RelatedTo,typographique,pied_de_mouche/n,2.0
401383,RelatedTo,argot,pied_plat/n,2.0
401384,RelatedTo,gendarme,pied_plat/n,2.0
401385,RelatedTo,goujat,pied_plat/n,2.0
401386,RelatedTo,policier,pied_plat/n,2.0
401387,RelatedTo,pied_bot,pieds_bots/n,2.0
401388,RelatedTo,en_forme_de,pieds_paquets/n,2.0
401389,RelatedTo,estomac,pieds_paquets/n,2.0
401390,RelatedTo,mouton,pieds_paquets/n,2.0
401391,RelatedTo,plat,pieds_paquets/n,2.0
401392,RelatedTo,porc,pieds_paquets/n,2.0
401393,RelatedTo,pied_plat,pieds_plats/n,2.0
401394,RelatedTo,pierre,pierrette/n,2.0
401395,RelatedTo,blanc,pierrot/n,2.0
401396,RelatedTo,pantomime,pierrot/n,2.0
401397,RelatedTo,personnage,pierrot/n,2.0
401398,RelatedTo,rêveur,pierrot/n,2.0
401399,RelatedTo,pie_grièche,pies_grièches/n,2.0
401400,RelatedTo,pigeon,pigeons/n,2.0
401401,RelatedTo,pilaga,pilagá/a,2.0
401402,RelatedTo,pilon,piler/v,2.0
401403,RelatedTo,piler,pilon/n,2.0
401404,RelatedTo,pilonner,pilon/n,2.0
401405,RelatedTo,pilon,pilonner/v,2.0
401406,RelatedTo,pilonnage,pilonner/v,2.0
401407,RelatedTo,pion,pions/n,2.0
401408,RelatedTo,piou_piou,piou_pious/n,2.0
401409,RelatedTo,pirate,piraterie/n,2.0
401410,RelatedTo,esprit_chagrin,pisse_vinaigre/n,2.0
401411,RelatedTo,pitoune,pitounes/n,2.0
401412,RelatedTo,piéger,piège/n,2.0
401413,RelatedTo,désastre,piège_à_cons/n,2.0
401414,RelatedTo,opération,piège_à_cons/n,2.0
401415,RelatedTo,piège_à_cons,pièges_à_cons/n,2.0
401416,RelatedTo,italie,piémontais/n,2.0
401417,RelatedTo,piémont,piémontais/n,2.0
401418,RelatedTo,italie,piémontaise/n,2.0
401419,RelatedTo,piémont,piémontaise/n,2.0
401420,RelatedTo,belgique,piétrain/n,2.0
401421,RelatedTo,pieux,piété/n,2.0
401422,RelatedTo,place,placer/v,2.0
401423,RelatedTo,plagiat,plagiaire/n,2.0
401424,RelatedTo,plagier,plagiaire/n,2.0
401425,RelatedTo,plagiaire,plagiat/n,2.0
401426,RelatedTo,plagier,plagiat/n,2.0
401427,RelatedTo,plaideur,plaideuse/n,2.0
401428,RelatedTo,plaider,plaidoirie/n,2.0
401429,RelatedTo,plaisir,plaire/v,2.0
401430,RelatedTo,plaisance,plaisancier/n,2.0
401431,RelatedTo,plaisancier,plaisanciers/n,2.0
401432,RelatedTo,plaisantin,plaisantins/n,2.0
401433,RelatedTo,plaire,plaisir/n,2.0
401434,RelatedTo,planche,planchiste/n,2.0
401435,RelatedTo,planter,plantation/n,2.0
401436,RelatedTo,plantation,planter/v,2.0
401437,RelatedTo,plante,planter/v,2.0
401438,RelatedTo,planète,planétologie/n,2.0
401439,RelatedTo,planétologue,planétologie/n,2.0
401440,RelatedTo,planétologie,planétologue/n,2.0
401441,RelatedTo,plastiquer,plasticage/n,2.0
401442,RelatedTo,plastide,plastidome/n,2.0
401443,RelatedTo,chômage,plein_emploi/n,2.0
401444,RelatedTo,situation,plein_emploi/n,2.0
401445,RelatedTo,pleurer,pleurer_comme_une_madeleine/v,2.0
401446,RelatedTo,pluie,pleuvoir/v,2.0
401447,RelatedTo,plonger,plongeoir/n,2.0
401448,RelatedTo,plonger,plongeur/n,2.0
401449,RelatedTo,plosif,plosion/n,2.0
401450,RelatedTo,ploutocratie,ploutocrate/n,2.0
401451,RelatedTo,ploutocratique,ploutocrate/n,2.0
401452,RelatedTo,pleuvoir,pluie/n,2.0
401453,RelatedTo,pluvieux,pluie/n,2.0
401454,RelatedTo,plumet,plumets/n,2.0
401455,RelatedTo,pluraliste,pluralisme/n,2.0
401456,RelatedTo,plurilinguisme,plurilingue/a,2.0
401457,RelatedTo,pluripartisme,pluripartiste/a,2.0
401458,RelatedTo,pluripotence,pluripotent/a,2.0
401459,RelatedTo,plutonique,plutoneux/a,2.0
401460,RelatedTo,plutoneux,plutonique/a,2.0
401461,RelatedTo,pluie,pluvieux/a,2.0
401462,RelatedTo,pluviomètre,pluviométrique/a,2.0
401463,RelatedTo,pléiotropie,pléiotrope/a,2.0
401464,RelatedTo,plein,plénitude/n,2.0
401465,RelatedTo,pneumologie,pneumologue/n,2.0
401466,RelatedTo,poids_lourd,poids_lourds/n,2.0
401467,RelatedTo,poignarder,poignardage/n,2.0
401468,RelatedTo,cheveu,poil/n,2.0
401469,RelatedTo,poil,poilu/a,2.0
401470,RelatedTo,français,poilu/n,2.0
401472,RelatedTo,pointe_de_diamant,pointes_de_diamant/n,2.0
401473,RelatedTo,point_de_non_retour,points_de_non_retour/n,2.0
401474,RelatedTo,nason,poisson_licorne/n,2.0
401475,RelatedTo,poisson,poisson_pilote/n,2.0
401476,RelatedTo,danio,poisson_zèbre/n,2.0
401477,RelatedTo,espèce,poisson_zèbre/n,2.0
401478,RelatedTo,poisson,poisson_zèbre/n,2.0
401479,RelatedTo,poisson,poissonnerie/n,2.0
401480,RelatedTo,poisson_licorne,poissons_licornes/n,2.0
401481,RelatedTo,poisson_zèbre,poissons_zèbres/n,2.0
401482,RelatedTo,pectoral,poitrine/n,2.0
401483,RelatedTo,poitrail,poitrine/n,2.0
401484,RelatedTo,polonais,polak/n,2.0
401485,RelatedTo,polak,polaks/n,2.0
401486,RelatedTo,poldavie,poldave/n,2.0
401487,RelatedTo,poldévie,poldève/n,2.0
401488,RelatedTo,police,policier/n,2.0
401489,RelatedTo,polisson,polissons/n,2.0
401490,RelatedTo,palynologie,pollen/n,2.0
401491,RelatedTo,pollinique,pollen/n,2.0
401492,RelatedTo,polliniser,pollen/n,2.0
401493,RelatedTo,pollinisation,pollinisateur/n,2.0
401494,RelatedTo,polliniser,pollinisateur/n,2.0
401495,RelatedTo,dépolluer,polluer/v,2.0
401496,RelatedTo,polluant,polluer/v,2.0
401497,RelatedTo,pollution,polluer/v,2.0
401498,RelatedTo,polluant,pollution/n,2.0
401499,RelatedTo,polonais,pologne/n,2.0
401500,RelatedTo,polycentrisme,polycentrique/a,2.0
401501,RelatedTo,polydispersé,polydispersité/n,2.0
401502,RelatedTo,polygame,polygamie/n,2.0
401503,RelatedTo,polyhandicapé,polyhandicap/n,2.0
401504,RelatedTo,polymathie,polymathique/a,2.0
401505,RelatedTo,polynôme,polynomial/a,2.0
401506,RelatedTo,polynésie,polynésien/n,2.0
401507,RelatedTo,polynésien,polynésiens/a,2.0
401508,RelatedTo,polyphonie,polyphonique/a,2.0
401509,RelatedTo,dieu,polythéiser/v,2.0
401510,RelatedTo,polytonalité,polytonal/a,2.0
401511,RelatedTo,polytonal,polytonalité/n,2.0
401512,RelatedTo,polytypage,polytyper/v,2.0
401513,RelatedTo,polyurie,polyurique/a,2.0
401514,RelatedTo,polyvalent,polyvalence/n,2.0
401515,RelatedTo,polémique,polémiste/n,2.0
401516,RelatedTo,pommier,pomme/n,2.0
401517,RelatedTo,pomme_de_pin,pommes_de_pin/n,2.0
401518,RelatedTo,poméranie,poméranien/n,2.0
401519,RelatedTo,poméranien,poméranienne/n,2.0
401520,RelatedTo,poméranien,poméraniennes/n,2.0
401521,RelatedTo,poméranien,poméraniens/n,2.0
401522,RelatedTo,peloton,pon/n,2.0
401523,RelatedTo,couchant,ponant/n,2.0
401524,RelatedTo,monde,ponant/n,2.0
401525,RelatedTo,occident,ponant/n,2.0
401526,RelatedTo,partie,ponant/n,2.0
401527,RelatedTo,soleil,ponant/n,2.0
401528,RelatedTo,ponant,ponants/n,2.0
401529,RelatedTo,poncer,ponceuse/n,2.0
401530,RelatedTo,ponctuer,ponctuation/n,2.0
401531,RelatedTo,point,ponctuer/v,2.0
401532,RelatedTo,pontife,pont/n,2.0
401533,RelatedTo,ponton,pont/n,2.0
401534,RelatedTo,pontique,pontiques/n,2.0
401535,RelatedTo,pont,ponton/n,2.0
401536,RelatedTo,russe,popoff/n,2.0
401537,RelatedTo,russe,popov/n,2.0
401538,RelatedTo,peuple,populaire/a,2.0
401539,RelatedTo,populaire,populariser/v,2.0
401540,RelatedTo,populeux,population/n,2.0
401541,RelatedTo,populiste,populisme/n,2.0
401542,RelatedTo,pourceau,porc/n,2.0
401543,RelatedTo,porte,porche/n,2.0
401544,RelatedTo,porc,porcin/a,2.0
401545,RelatedTo,pornographique,pornographie/n,2.0
401546,RelatedTo,poreux,porosité/n,2.0
401547,RelatedTo,parole,porte_parole/n,2.0
401548,RelatedTo,portillon,portillons/n,2.0
401549,RelatedTo,porte,portière/n,2.0
401550,RelatedTo,porto_rico,portoricain/a,2.0
401551,RelatedTo,portugal,portugais/n,2.0
401552,RelatedTo,apposer,poser/v,2.0
401553,RelatedTo,déposer,poser/v,2.0
401554,RelatedTo,imposer,poser/v,2.0
401555,RelatedTo,reposer,poser/v,2.0
401556,RelatedTo,supposer,poser/v,2.0
401558,RelatedTo,positif,positiver/v,2.0
401559,RelatedTo,positiviste,positivisme/n,2.0
401560,RelatedTo,possible,possibilité/n,2.0
401561,RelatedTo,possible,possiblement/r,2.0
401562,RelatedTo,postmodernité,postmoderne/a,2.0
401563,RelatedTo,potamot,potamots/n,2.0
401564,RelatedTo,potier,potiers/n,2.0
401565,RelatedTo,pot_pourri,pots_pourris/n,2.0
401566,RelatedTo,poussière,poudre/n,2.0
401567,RelatedTo,pulvériser,poudre/n,2.0
401568,RelatedTo,pouilly_sur_loire,pouilly/n,2.0
401569,RelatedTo,poujadisme,poujadiste/n,2.0
401570,RelatedTo,poule,poulet/n,2.0
401571,RelatedTo,poulain,pouliner/v,2.0
401572,RelatedTo,porc,pourceau/n,2.0
401573,RelatedTo,poursuivre,poursuite/n,2.0
401574,RelatedTo,suivre,poursuivre/v,2.0
401575,RelatedTo,pourvoyeur,pourvoyeuse/n,2.0
401576,RelatedTo,poussin,poussins/n,2.0
401577,RelatedTo,poudre,poussière/n,2.0
401578,RelatedTo,acadien,poutine/n/wikt/fr_1,2.0
401579,RelatedTo,poutounéjer,poutou/n,2.0
401580,RelatedTo,poyaudin,poyaudine/a,2.0
401581,RelatedTo,poète,poème/n,2.0
401582,RelatedTo,poésie,poème/n,2.0
401583,RelatedTo,professeur,pr/n,2.0
401584,RelatedTo,pratique,pragmatique/a,2.0
401585,RelatedTo,pralin,praliner/v,2.0
401586,RelatedTo,praline,pralines/n,2.0
401587,RelatedTo,gironde,preignac/n,2.0
401588,RelatedTo,apprendre,prendre/v,2.0
401589,RelatedTo,comprendre,prendre/v,2.0
401590,RelatedTo,reprendre,prendre/v,2.0
401591,RelatedTo,presbytérien,presbytérianisme/n,2.0
401592,RelatedTo,prestation,prestataire/n,2.0
401593,RelatedTo,prestige,prestigieux/a,2.0
401594,RelatedTo,prouver,preuve/n,2.0
401595,RelatedTo,priape,priapique/a,2.0
401596,RelatedTo,priapisme,priapique/a,2.0
401597,RelatedTo,prière,prier/v,2.0
401598,RelatedTo,prince,princesse/n,2.0
401599,RelatedTo,prince,princier/a,2.0
401600,RelatedTo,printanier,printemps/n,2.0
401601,RelatedTo,arabo_musulman,printemps_arabe/n,2.0
401602,RelatedTo,ensemble,printemps_arabe/n,2.0
401603,RelatedTo,mouvement,printemps_arabe/n,2.0
401604,RelatedTo,révolte,printemps_arabe/n,2.0
401605,RelatedTo,printemps_arabe,printemps_arabes/n,2.0
401606,RelatedTo,priorité,prioritaire/a,2.0
401607,RelatedTo,prise_péritel,prises_péritel/n,2.0
401608,RelatedTo,prier,prière/n,2.0
401609,RelatedTo,probable,probabilité/n,2.0
401610,RelatedTo,probablement,probabilité/n,2.0
401611,RelatedTo,probable,probablement/r,2.0
401612,RelatedTo,proclamer,proclamation/n,2.0
401613,RelatedTo,procréer,procréation/n,2.0
401614,RelatedTo,procès_verbal,procès_verbaux/n,2.0
401615,RelatedTo,produire,production/n,2.0
401616,RelatedTo,produit,production/n,2.0
401617,RelatedTo,productiviste,productivisme/n,2.0
401618,RelatedTo,productif,productivité/n,2.0
401619,RelatedTo,produire,productivité/n,2.0
401620,RelatedTo,producteur,produire/v,2.0
401621,RelatedTo,productif,produire/v,2.0
401622,RelatedTo,production,produire/v,2.0
401623,RelatedTo,produit,produire/v,2.0
401624,RelatedTo,professeur,prof/n,2.0
401625,RelatedTo,profane,profaner/v,2.0
401626,RelatedTo,professer,professeur/n,2.0
401627,RelatedTo,profiteur,profiteuse/n,2.0
401628,RelatedTo,approfondir,profond/a,2.0
